LAND,MODELLART,OBJART,OBJART_TXT,OBJID,HDU_X,FDV_X,BEGINN,ENDE,ADM,AVG,BEZ_GEM,BEZ_VWG,BEZ_KRS,BEZ_LAN,BEZ_RBZ,SCH,WKR_NR,WKR_NAME
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Id,,"0",2021-11-03T21:16:21Z,,"6003",,Altötting,,Altötting,Freistaat Bayern,Oberbayern,"09171111","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ie,,"0",2022-02-02T21:16:32Z,,"6003",,Burghausen,,Altötting,Freistaat Bayern,Oberbayern,"09171112","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001If,,"0",2022-03-25T21:16:24Z,,"6001",,Burgkirchen a.d.Alz,,Altötting,Freistaat Bayern,Oberbayern,"09171113","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ig,,"0",2021-11-03T21:16:21Z,,6001#6010,,Emmerting,,Altötting,Freistaat Bayern,Oberbayern,"09171114","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ih,,"0",2021-12-08T21:16:18Z,,6001#6010,,Erlbach,,Altötting,Freistaat Bayern,Oberbayern,"09171115","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ii,,"0",2021-09-10T21:18:37Z,,6001#6010,,Feichten a.d.Alz,,Altötting,Freistaat Bayern,Oberbayern,"09171116","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ij,,"0",2022-03-25T21:16:24Z,,"6001",,Garching a.d.Alz,,Altötting,Freistaat Bayern,Oberbayern,"09171117","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ik,,"0",2022-02-02T21:16:32Z,,"6001",,Haiming,,Altötting,Freistaat Bayern,Oberbayern,"09171118","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Il,,"0",2021-09-10T21:18:37Z,,6001#6010,,Halsbach,,Altötting,Freistaat Bayern,Oberbayern,"09171119","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Im,,"0",2021-11-03T21:16:21Z,,6001#6010,,Kastl,,Altötting,Freistaat Bayern,Oberbayern,"09171121","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001In,,"0",2021-09-10T21:18:37Z,,6001#6010,,Kirchweidach,,Altötting,Freistaat Bayern,Oberbayern,"09171122","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Io,,"0",2022-02-02T21:16:32Z,,6010#6012,,Marktl,,Altötting,Freistaat Bayern,Oberbayern,"09171123","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ip,,"0",2021-11-03T21:16:21Z,,6001#6010,,Mehring,,Altötting,Freistaat Bayern,Oberbayern,"09171124","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iq,,"0",2021-11-03T21:16:21Z,,"6003",,Neuötting,,Altötting,Freistaat Bayern,Oberbayern,"09171125","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ir,,"0",2021-11-03T21:16:21Z,,6001#6010,,Perach,,Altötting,Freistaat Bayern,Oberbayern,"09171126","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Is,,"0",2022-03-08T21:15:48Z,,"6001",,Pleiskirchen,,Altötting,Freistaat Bayern,Oberbayern,"09171127","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001It,,"0",2021-11-03T21:16:21Z,,6001#6010,,Reischach,,Altötting,Freistaat Bayern,Oberbayern,"09171129","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iu,,"0",2022-02-02T21:16:32Z,,6001#6010,,Stammham,,Altötting,Freistaat Bayern,Oberbayern,"09171130","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iv,,"0",2021-07-02T17:00:44Z,,"6001",,Teising,,Altötting,Freistaat Bayern,Oberbayern,"09171131","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iw,,"0",2021-11-03T21:16:21Z,,"6003",,Töging a.Inn,,Altötting,Freistaat Bayern,Oberbayern,"09171132","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ix,,"0",2022-03-08T21:15:48Z,,"6012",,Tüßling,,Altötting,Freistaat Bayern,Oberbayern,"09171133","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iy,,"0",2021-09-10T21:18:37Z,,6001#6010,,Tyrlaching,,Altötting,Freistaat Bayern,Oberbayern,"09171134","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Iz,,"0",2021-07-02T17:00:44Z,,6001#6010,,Unterneukirchen,,Altötting,Freistaat Bayern,Oberbayern,"09171135","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001J0,,"0",2021-11-03T21:16:21Z,,"6001",,Winhöring,,Altötting,Freistaat Bayern,Oberbayern,"09171137","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dl,,"0",2021-07-02T17:00:44Z,,6001#6010,,Rechtmehring,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183139","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dm,,"0",2021-10-27T21:45:59Z,,6001#6010,,Reichertsheim,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183140","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dn,,"0",2021-10-07T21:18:17Z,,6001#6010,,Schönberg,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183143","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Do,,"0",2021-07-02T17:00:44Z,,"6001",,Schwindegg,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183144","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dp,,"0",2022-03-04T21:16:19Z,,6001#6010,,Taufkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183145","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dq,,"0",2021-07-02T17:00:44Z,,6001#6010,,Unterreit,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183147","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Dr,,"0",2022-03-08T21:15:48Z,,"6003",,Waldkraiburg,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183148","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ds,,"0",2021-07-02T17:00:44Z,,6001#6010,,Zangberg,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183151","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001ID,,"0",2021-10-07T21:18:17Z,,"6001",,Ampfing,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183112","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IE,,"0",2021-07-02T17:00:44Z,,"6001",,Aschau a.Inn,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183113","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IF,,"0",2021-07-02T17:00:44Z,,"6012",,Buchbach,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183114","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IG,,"0",2021-07-02T17:00:44Z,,6001#6010,,Egglkofen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183115","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IH,,"0",2022-03-08T21:15:48Z,,6001#6010,,Erharting,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183116","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001II,,"0",2021-10-27T21:45:59Z,,6010#6012,,Gars a.Inn,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183118","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IJ,,"0",2021-07-02T17:00:44Z,,"6012",,Haag i.OB,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183119","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IK,,"0",2021-07-02T17:00:44Z,,6001#6010,,Heldenstein,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183120","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IL,,"0",2021-07-02T17:00:44Z,,6001#6010,,Jettenbach,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183122","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IM,,"0",2021-07-02T17:00:44Z,,6001#6010,,Kirchdorf,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183123","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IN,,"0",2022-03-04T21:16:19Z,,6010#6012,,Kraiburg a.Inn,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183124","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IO,,"0",2021-07-02T17:00:44Z,,6001#6010,,Lohkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183125","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IP,,"0",2021-10-27T21:45:59Z,,6001#6010,,Maitenbeth,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183126","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IQ,,"0",2022-03-08T21:15:48Z,,"6001",,Mettenheim,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183127","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IR,,"0",2022-03-08T21:15:48Z,,"6003",,Mühldorf a.Inn,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183128","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IS,,"0",2021-10-07T21:18:17Z,,6003#6010,,Neumarkt-Sankt Veit,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183129","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IT,,"0",2022-03-08T21:15:48Z,,6001#6010,,Niederbergkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183130","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IU,,"0",2022-03-08T21:15:48Z,,6001#6010,,Niedertaufkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183131","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IV,,"0",2021-07-02T17:00:44Z,,6001#6010,,Oberbergkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183132","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IW,,"0",2021-07-02T17:00:44Z,,6001#6010,,Oberneukirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183134","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IX,,"0",2021-07-02T17:00:44Z,,"6001",,Obertaufkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183135","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IY,,"0",2022-03-08T21:15:48Z,,6001#6010,,Polling,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183136","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001IZ,,"0",2021-07-02T17:00:44Z,,6001#6010,,Rattenkirchen,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183138","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LV,,"0",2022-03-08T21:15:48Z,,"6015",,Mühldorfer Hart,,Mühldorf a.Inn,Freistaat Bayern,Oberbayern,"09183451","211",Altötting
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Js,,"0",2021-12-06T21:15:53Z,,"6001",,Anzing,,Ebersberg,Freistaat Bayern,Oberbayern,"09175111","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jt,,"0",2022-03-15T21:15:37Z,,6001#6010,,Aßling,,Ebersberg,Freistaat Bayern,Oberbayern,"09175112","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ju,,"0",2021-12-06T21:15:53Z,,6001#6010,,Baiern,,Ebersberg,Freistaat Bayern,Oberbayern,"09175113","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jv,,"0",2021-07-02T17:00:44Z,,6001#6010,,Bruck,,Ebersberg,Freistaat Bayern,Oberbayern,"09175114","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jw,,"0",2021-10-27T21:45:59Z,,"6003",,Ebersberg,,Ebersberg,Freistaat Bayern,Oberbayern,"09175115","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jx,,"0",2021-07-02T17:00:44Z,,6001#6010,,Egmating,,Ebersberg,Freistaat Bayern,Oberbayern,"09175116","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jy,,"0",2021-07-02T17:00:44Z,,"6001",,Forstinning,,Ebersberg,Freistaat Bayern,Oberbayern,"09175118","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jz,,"0",2021-10-27T21:45:59Z,,6001#6010,,Frauenneuharting,,Ebersberg,Freistaat Bayern,Oberbayern,"09175119","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KA,,"0",2022-03-15T21:15:37Z,,6001#6010,,Emmering,,Ebersberg,Freistaat Bayern,Oberbayern,"09175136","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KB,,"0",2021-10-27T21:45:59Z,,"6001",,Steinhöring,,Ebersberg,Freistaat Bayern,Oberbayern,"09175137","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KC,,"0",2022-02-02T21:16:32Z,,"6001",,Zorneding,,Ebersberg,Freistaat Bayern,Oberbayern,"09175139","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K0,,"0",2021-12-06T21:15:53Z,,6010#6012,,Glonn,,Ebersberg,Freistaat Bayern,Oberbayern,"09175121","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K1,,"0",2021-10-27T21:45:59Z,,"6003",,Grafing b.München,,Ebersberg,Freistaat Bayern,Oberbayern,"09175122","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K2,,"0",2022-04-08T21:15:57Z,,"6001",,Hohenlinden,,Ebersberg,Freistaat Bayern,Oberbayern,"09175123","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K3,,"0",2021-08-16T21:15:29Z,,"6012",,Kirchseeon,,Ebersberg,Freistaat Bayern,Oberbayern,"09175124","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K4,,"0",2021-07-02T17:00:44Z,,"6012",,Markt Schwaben,,Ebersberg,Freistaat Bayern,Oberbayern,"09175127","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K5,,"0",2021-07-02T17:00:44Z,,6001#6010,,Moosach,,Ebersberg,Freistaat Bayern,Oberbayern,"09175128","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K6,,"0",2021-07-02T17:00:44Z,,6001#6010,,Oberpframmern,,Ebersberg,Freistaat Bayern,Oberbayern,"09175131","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K7,,"0",2022-02-02T21:16:32Z,,"6001",,Vaterstetten,,Ebersberg,Freistaat Bayern,Oberbayern,"09175132","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K8,,"0",2021-07-02T17:00:44Z,,"6001",,Pliening,,Ebersberg,Freistaat Bayern,Oberbayern,"09175133","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001K9,,"0",2022-02-02T21:16:32Z,,"6001",,Poing,,Ebersberg,Freistaat Bayern,Oberbayern,"09175135","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LP,,"0",2021-07-02T17:00:44Z,,"6015",,Anzinger Forst,,Ebersberg,Freistaat Bayern,Oberbayern,"09175451","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LQ,,"0",2021-07-02T17:00:44Z,,"6015",,Ebersberger Forst,,Ebersberg,Freistaat Bayern,Oberbayern,"09175452","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001LR,,"0",2022-02-02T21:16:32Z,,"6015",,Eglhartinger Forst,,Ebersberg,Freistaat Bayern,Oberbayern,"09175453","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001By,,"0",2022-03-29T21:16:25Z,,6001#6010,,Hohenpolding,,Erding,Freistaat Bayern,Oberbayern,"09177121","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Bz,,"0",2021-08-05T21:17:29Z,,6001#6010,,Inning a.Holz,,Erding,Freistaat Bayern,Oberbayern,"09177122","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C0,,"0",2022-04-08T21:15:57Z,,"6012",,Isen,,Erding,Freistaat Bayern,Oberbayern,"09177123","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C1,,"0",2022-03-09T21:16:17Z,,6001#6010,,Kirchberg,,Erding,Freistaat Bayern,Oberbayern,"09177124","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C2,,"0",2022-03-01T21:19:07Z,,6001#6010,,Langenpreising,,Erding,Freistaat Bayern,Oberbayern,"09177126","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C3,,"0",2021-07-02T17:00:44Z,,"6001",,Lengdorf,,Erding,Freistaat Bayern,Oberbayern,"09177127","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C4,,"0",2021-12-03T21:17:15Z,,"6001",,Moosinning,,Erding,Freistaat Bayern,Oberbayern,"09177130","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C5,,"0",2021-12-03T21:17:15Z,,6001#6010,,Neuching,,Erding,Freistaat Bayern,Oberbayern,"09177131","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C6,,"0",2021-12-03T21:17:15Z,,6001#6010,,Oberding,,Erding,Freistaat Bayern,Oberbayern,"09177133","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001C7,,"0",2021-12-03T21:17:15Z,,6001#6010,,Ottenhofen,,Erding,Freistaat Bayern,Oberbayern,"09177134","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GD,,"0",2022-02-02T21:16:32Z,,6001#6010,,Pastetten,,Erding,Freistaat Bayern,Oberbayern,"09177135","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GE,,"0",2022-03-29T21:16:25Z,,"6001",,Sankt Wolfgang,,Erding,Freistaat Bayern,Oberbayern,"09177137","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GF,,"0",2022-03-29T21:16:25Z,,6001#6010,,Steinkirchen,,Erding,Freistaat Bayern,Oberbayern,"09177138","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GG,,"0",2022-03-29T21:16:25Z,,"6001",,Taufkirchen (Vils),,Erding,Freistaat Bayern,Oberbayern,"09177139","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GH,,"0",2022-02-02T21:16:32Z,,6001#6010,,Walpertskirchen,,Erding,Freistaat Bayern,Oberbayern,"09177142","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GI,,"0",2022-03-09T21:16:17Z,,6010#6012,,Wartenberg,,Erding,Freistaat Bayern,Oberbayern,"09177143","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GJ,,"0",2022-02-02T21:16:32Z,,6001#6010,,Wörth,,Erding,Freistaat Bayern,Oberbayern,"09177144","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kh,,"0",2022-03-01T21:19:07Z,,6001#6010,,Berglern,,Erding,Freistaat Bayern,Oberbayern,"09177112","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ki,,"0",2021-12-03T21:17:15Z,,"6001",,Bockhorn,,Erding,Freistaat Bayern,Oberbayern,"09177113","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kj,,"0",2022-02-02T21:16:32Z,,6001#6010,,Buch a.Buchrain,,Erding,Freistaat Bayern,Oberbayern,"09177114","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kk,,"0",2022-03-29T21:16:25Z,,"6003",,Dorfen,,Erding,Freistaat Bayern,Oberbayern,"09177115","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kl,,"0",2022-03-01T21:19:07Z,,6001#6010,,Eitting,,Erding,Freistaat Bayern,Oberbayern,"09177116","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Km,,"0",2021-12-03T21:17:15Z,,"6005",,Erding,,Erding,Freistaat Bayern,Oberbayern,"09177117","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kn,,"0",2021-12-03T21:17:15Z,,"6001",,Finsing,,Erding,Freistaat Bayern,Oberbayern,"09177118","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ko,,"0",2021-12-03T21:17:15Z,,"6001",,Forstern,,Erding,Freistaat Bayern,Oberbayern,"09177119","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kp,,"0",2021-12-03T21:17:15Z,,"6001",,Fraunberg,,Erding,Freistaat Bayern,Oberbayern,"09177120","212",Erding – Ebersberg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ga,,"0",2022-02-02T21:16:32Z,,6001#6010,,Mauern,,Freising,Freistaat Bayern,Oberbayern,"09178142","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gb,,"0",2022-03-01T21:19:07Z,,"6003",,Moosburg a.d.Isar,,Freising,Freistaat Bayern,Oberbayern,"09178143","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gc,,"0",2022-02-02T21:16:32Z,,"6012",,Nandlstadt,,Freising,Freistaat Bayern,Oberbayern,"09178144","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gd,,"0",2021-07-02T17:00:44Z,,"6001",,Neufahrn b.Freising,,Freising,Freistaat Bayern,Oberbayern,"09178145","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ge,,"0",2021-10-15T21:20:54Z,,6001#6010,,Paunzhausen,,Freising,Freistaat Bayern,Oberbayern,"09178150","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gf,,"0",2022-03-01T21:19:07Z,,6001#6010,,Wang,,Freising,Freistaat Bayern,Oberbayern,"09178155","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gg,,"0",2022-02-02T21:16:32Z,,6001#6010,,Wolfersdorf,,Freising,Freistaat Bayern,Oberbayern,"09178156","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gh,,"0",2022-02-02T21:16:32Z,,6001#6010,,Zolling,,Freising,Freistaat Bayern,Oberbayern,"09178157","213",Freising
