LAND,MODELLART,OBJART,OBJART_TXT,OBJID,HDU_X,FDV_X,BEGINN,ENDE,ADM,AVG,BEZ_GEM,BEZ_VWG,BEZ_KRS,BEZ_LAN,BEZ_RBZ,SCH,WKR_NR,WKR_NAME
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001B5,,"0",2021-09-01T21:19:17Z,,6003#6010,,Betzenstein,,Bayreuth,Freistaat Bayern,Oberfranken,"09472118","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001B6,,"0",2021-10-08T21:53:43Z,,"6001",,Bindlach,,Bayreuth,Freistaat Bayern,Oberfranken,"09472119","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001B7,,"0",2021-07-02T17:00:44Z,,"6001",,Bischofsgrün,,Bayreuth,Freistaat Bayern,Oberfranken,"09472121","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001B8,,"0",2021-07-30T21:16:34Z,,6003#6010,,Creußen,,Bayreuth,Freistaat Bayern,Oberfranken,"09472127","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001B9,,"0",2021-07-30T21:16:34Z,,"6001",,Eckersdorf,,Bayreuth,Freistaat Bayern,Oberfranken,"09472131","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MD,,"0",2022-02-02T21:16:32Z,,"6015",,Bischofsgrüner Forst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472451","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001ME,,"0",2022-02-02T21:16:32Z,,"6015",,Fichtelberg,,Bayreuth,Freistaat Bayern,Oberfranken,"09472453","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MF,,"0",2021-07-02T17:00:44Z,,"6015",,Forst Neustädtlein a.Forst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472454","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MG,,"0",2022-02-15T21:16:28Z,,"6015",,Glashüttener Forst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472456","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MI,,"0",2021-07-02T17:00:44Z,,"6015",,Heinersreuther Forst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472458","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MM,,"0",2021-07-02T17:00:44Z,,"6015",,Neubauer Forst-Nord,,Bayreuth,Freistaat Bayern,Oberfranken,"09472463","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MN,,"0",2021-07-02T17:00:44Z,,"6015",,Prüll,,Bayreuth,Freistaat Bayern,Oberfranken,"09472464","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MO,,"0",2022-02-02T21:16:32Z,,"6015",,Veldensteinerforst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472468","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MP,,"0",2021-07-02T17:00:44Z,,"6015",,Waidacher Forst,,Bayreuth,Freistaat Bayern,Oberfranken,"09472469","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MQ,,"0",2021-07-02T17:00:44Z,,"6015",,Warmensteinacher Forst-Nord,,Bayreuth,Freistaat Bayern,Oberfranken,"09472470","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012t,,"0",2021-07-02T17:00:44Z,,"6001",,Mehlmeisel,,Bayreuth,Freistaat Bayern,Oberfranken,"09472164","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012u,,"0",2021-10-08T21:53:43Z,,6001#6010,,Mistelbach,,Bayreuth,Freistaat Bayern,Oberfranken,"09472166","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012v,,"0",2022-02-15T21:16:28Z,,6001#6010,,Mistelgau,,Bayreuth,Freistaat Bayern,Oberfranken,"09472167","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012w,,"0",2022-02-02T21:16:32Z,,"6003",,Pegnitz,,Bayreuth,Freistaat Bayern,Oberfranken,"09472175","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012x,,"0",2022-02-15T21:16:28Z,,6001#6010,,Plankenfels,,Bayreuth,Freistaat Bayern,Oberfranken,"09472176","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012y,,"0",2022-02-02T21:16:32Z,,6010#6012,,Plech,,Bayreuth,Freistaat Bayern,Oberfranken,"09472177","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00012z,,"0",2022-02-15T21:16:28Z,,"6003",,Pottenstein,,Bayreuth,Freistaat Bayern,Oberfranken,"09472179","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000130,,"0",2021-11-15T21:16:14Z,,6001#6010,,Prebitz,,Bayreuth,Freistaat Bayern,Oberfranken,"09472180","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000131,,"0",2021-11-15T21:16:14Z,,6010#6012,,Schnabelwaid,,Bayreuth,Freistaat Bayern,Oberfranken,"09472184","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000132,,"0",2021-07-02T17:00:44Z,,6001#6010,,Seybothenreuth,,Bayreuth,Freistaat Bayern,Oberfranken,"09472188","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000133,,"0",2021-11-15T21:16:14Z,,"6001",,Speichersdorf,,Bayreuth,Freistaat Bayern,Oberfranken,"09472190","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000134,,"0",2022-02-15T21:16:28Z,,"6003",,Waischenfeld,,Bayreuth,Freistaat Bayern,Oberfranken,"09472197","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000135,,"0",2022-02-02T21:16:32Z,,"6001",,Warmensteinach,,Bayreuth,Freistaat Bayern,Oberfranken,"09472198","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000136,,"0",2021-09-08T21:17:05Z,,6010#6012,,Weidenberg,,Bayreuth,Freistaat Bayern,Oberfranken,"09472199","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000tj,,"0",2022-03-10T21:16:53Z,,6003#6010,,Ebermannstadt,,Forchheim,Freistaat Bayern,Oberfranken,"09474121","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000tm,,"0",2022-03-10T21:16:53Z,,"6012",,Egloffstein,,Forchheim,Freistaat Bayern,Oberfranken,"09474124","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000to,,"0",2022-03-10T21:16:53Z,,"6012",,Gößweinstein,,Forchheim,Freistaat Bayern,Oberfranken,"09474129","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000tp,,"0",2022-03-10T21:16:53Z,,6003#6010,,Gräfenberg,,Forchheim,Freistaat Bayern,Oberfranken,"09474132","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000tu,,"0",2021-07-02T17:00:44Z,,6010#6012,,Hiltpoltstein,,Forchheim,Freistaat Bayern,Oberfranken,"09474138","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uA,,"0",2022-03-10T21:16:53Z,,"6012",,Wiesenttal,,Forchheim,Freistaat Bayern,Oberfranken,"09474176","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000u2,,"0",2021-07-02T17:00:44Z,,"6001",,Obertrubach,,Forchheim,Freistaat Bayern,Oberfranken,"09474156","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000u5,,"0",2022-03-10T21:16:53Z,,"6012",,Pretzfeld,,Forchheim,Freistaat Bayern,Oberfranken,"09474161","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000u6,,"0",2021-10-05T21:16:47Z,,6001#6010,,Unterleinleiter,,Forchheim,Freistaat Bayern,Oberfranken,"09474168","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000u8,,"0",2022-03-10T21:16:53Z,,6001#6010,,Weißenohe,,Forchheim,Freistaat Bayern,Oberfranken,"09474173","236",Bayreuth
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001AQ,,"0",2021-12-15T21:18:35Z,,"6003",,Coburg,,Coburg,Freistaat Bayern,Oberfranken,"09463000","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000th,,"0",2021-10-19T21:24:32Z,,"6001",,Weitramsdorf,,Coburg,Freistaat Bayern,Oberfranken,"09473175","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MR,,"0",2021-12-20T21:17:19Z,,"6015",,Callenberger Forst-West,,Coburg,Freistaat Bayern,Oberfranken,"09473452","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MS,,"0",2021-07-02T17:00:44Z,,"6015",,Gellnhausen,,Coburg,Freistaat Bayern,Oberfranken,"09473453","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MT,,"0",2021-07-02T17:00:44Z,,"6015",,Köllnholz,,Coburg,Freistaat Bayern,Oberfranken,"09473454","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013A,,"0",2022-02-21T21:17:29Z,,"6001",,Großheirath,,Coburg,Freistaat Bayern,Oberfranken,"09473132","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013B,,"0",2022-02-02T21:16:32Z,,6001#6010,,Grub a.Forst,,Coburg,Freistaat Bayern,Oberfranken,"09473134","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013C,,"0",2022-02-21T21:17:29Z,,"6001",,Itzgrund,,Coburg,Freistaat Bayern,Oberfranken,"09473138","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013D,,"0",2021-12-16T21:16:42Z,,"6001",,Lautertal,,Coburg,Freistaat Bayern,Oberfranken,"09473141","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013E,,"0",2021-12-16T21:16:42Z,,"6001",,Meeder,,Coburg,Freistaat Bayern,Oberfranken,"09473144","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013F,,"0",2021-08-02T21:15:46Z,,"6005",,Neustadt b.Coburg,,Coburg,Freistaat Bayern,Oberfranken,"09473151","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013G,,"0",2021-08-02T21:15:46Z,,6001#6010,,Niederfüllbach,,Coburg,Freistaat Bayern,Oberfranken,"09473153","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013H,,"0",2021-12-20T21:17:19Z,,"6003",,Bad Rodach,,Coburg,Freistaat Bayern,Oberfranken,"09473158","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013I,,"0",2021-10-20T21:33:20Z,,"6003",,Rödental,,Coburg,Freistaat Bayern,Oberfranken,"09473159","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013J,,"0",2022-02-21T21:17:29Z,,"6003",,Seßlach,,Coburg,Freistaat Bayern,Oberfranken,"09473165","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013K,,"0",2022-02-02T21:16:32Z,,"6001",,Sonnefeld,,Coburg,Freistaat Bayern,Oberfranken,"09473166","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013L,,"0",2022-02-21T21:17:29Z,,"6001",,Untersiemau,,Coburg,Freistaat Bayern,Oberfranken,"09473170","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK00013M,,"0",2022-02-02T21:16:32Z,,"6001",,Weidhausen b.Coburg,,Coburg,Freistaat Bayern,Oberfranken,"09473174","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000137,,"0",2021-12-15T21:18:35Z,,"6001",,Ahorn,,Coburg,Freistaat Bayern,Oberfranken,"09473112","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000138,,"0",2021-09-22T21:17:00Z,,"6001",,Dörfles-Esbach,,Coburg,Freistaat Bayern,Oberfranken,"09473120","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK000139,,"0",2022-02-02T21:16:32Z,,"6001",,Ebersdorf b.Coburg,,Coburg,Freistaat Bayern,Oberfranken,"09473121","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uG,,"0",2021-07-02T17:00:44Z,,"6001",,Geroldsgrün,,Hof,Freistaat Bayern,Oberfranken,"09475128","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uc,,"0",2021-11-15T21:16:14Z,,"6003",,Kronach,,Kronach,Freistaat Bayern,Oberfranken,"09476145","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ud,,"0",2021-11-17T21:16:46Z,,"6012",,Küps,,Kronach,Freistaat Bayern,Oberfranken,"09476146","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ue,,"0",2022-04-12T21:15:25Z,,"6003",,Ludwigsstadt,,Kronach,Freistaat Bayern,Oberfranken,"09476152","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uf,,"0",2021-08-02T21:15:46Z,,6010#6012,,Mitwitz,,Kronach,Freistaat Bayern,Oberfranken,"09476154","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ug,,"0",2022-04-13T21:15:35Z,,"6012",,Nordhalben,,Kronach,Freistaat Bayern,Oberfranken,"09476159","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uh,,"0",2021-07-02T17:00:44Z,,"6012",,Pressig,,Kronach,Freistaat Bayern,Oberfranken,"09476164","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ui,,"0",2021-11-15T21:16:14Z,,6001#6010,,Reichenbach,,Kronach,Freistaat Bayern,Oberfranken,"09476166","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uj,,"0",2021-07-02T17:00:44Z,,6001#6010,,Schneckenlohe,,Kronach,Freistaat Bayern,Oberfranken,"09476171","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uk,,"0",2022-04-12T21:15:25Z,,"6001",,Steinbach a.Wald,,Kronach,Freistaat Bayern,Oberfranken,"09476175","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ul,,"0",2021-11-15T21:16:14Z,,"6012",,Steinwiesen,,Kronach,Freistaat Bayern,Oberfranken,"09476177","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000um,,"0",2021-07-02T17:00:44Z,,"6001",,Stockheim,,Kronach,Freistaat Bayern,Oberfranken,"09476178","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000un,,"0",2021-11-15T21:16:14Z,,"6012",,Tettau,,Kronach,Freistaat Bayern,Oberfranken,"09476179","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uo,,"0",2021-11-15T21:16:14Z,,6003#6010,,Teuschnitz,,Kronach,Freistaat Bayern,Oberfranken,"09476180","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000up,,"0",2021-11-15T21:16:14Z,,6001#6010,,Tschirn,,Kronach,Freistaat Bayern,Oberfranken,"09476182","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uq,,"0",2021-11-15T21:16:14Z,,"6012",,Marktrodach,,Kronach,Freistaat Bayern,Oberfranken,"09476183","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ur,,"0",2021-07-02T17:00:44Z,,"6003",,Wallenfels,,Kronach,Freistaat Bayern,Oberfranken,"09476184","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000us,,"0",2021-07-02T17:00:44Z,,"6001",,Weißenbrunn,,Kronach,Freistaat Bayern,Oberfranken,"09476185","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ut,,"0",2021-09-22T21:17:00Z,,"6001",,Wilhelmsthal,,Kronach,Freistaat Bayern,Oberfranken,"09476189","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MY,,"0",2021-11-15T21:16:14Z,,"6015",,Birnbaum,,Kronach,Freistaat Bayern,Oberfranken,"09476451","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MZ,,"0",2022-02-02T21:16:32Z,,"6015",,Langenbacher Forst,,Kronach,Freistaat Bayern,Oberfranken,"09476453","237",Coburg
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001AR,,"0",2021-08-19T21:16:17Z,,"6003",,Hof,,Hof,Freistaat Bayern,Oberfranken,"09464000","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ua,,"0",2022-02-02T21:16:32Z,,6001#6010,,Weißdorf,,Hof,Freistaat Bayern,Oberfranken,"09475184","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000ub,,"0",2022-02-02T21:16:32Z,,"6012",,Zell im Fichtelgebirge,,Hof,Freistaat Bayern,Oberfranken,"09475189","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uB,,"0",2021-08-23T21:17:42Z,,"6012",,Bad Steben,,Hof,Freistaat Bayern,Oberfranken,"09475112","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uC,,"0",2022-02-02T21:16:32Z,,"6001",,Berg,,Hof,Freistaat Bayern,Oberfranken,"09475113","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uD,,"0",2021-12-08T21:16:18Z,,"6001",,Döhlau,,Hof,Freistaat Bayern,Oberfranken,"09475120","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uE,,"0",2021-08-19T21:16:17Z,,6001#6010,,Feilitzsch,,Hof,Freistaat Bayern,Oberfranken,"09475123","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uF,,"0",2021-07-02T17:00:44Z,,6001#6010,,Gattendorf,,Hof,Freistaat Bayern,Oberfranken,"09475127","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uH,,"0",2021-08-25T21:18:28Z,,"6003",,Helmbrechts,,Hof,Freistaat Bayern,Oberfranken,"09475136","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uI,,"0",2021-07-02T17:00:44Z,,6001#6010,,Issigau,,Hof,Freistaat Bayern,Oberfranken,"09475137","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uJ,,"0",2021-10-05T21:16:47Z,,"6001",,Köditz,,Hof,Freistaat Bayern,Oberfranken,"09475141","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uK,,"0",2022-02-02T21:16:32Z,,"6001",,Konradsreuth,,Hof,Freistaat Bayern,Oberfranken,"09475142","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uL,,"0",2021-12-08T21:16:18Z,,6001#6010,,Leupoldsgrün,,Hof,Freistaat Bayern,Oberfranken,"09475145","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uM,,"0",2021-08-23T21:17:42Z,,6003#6010,,Lichtenberg,,Hof,Freistaat Bayern,Oberfranken,"09475146","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uN,,"0",2022-02-02T21:16:32Z,,"6003",,Münchberg,,Hof,Freistaat Bayern,Oberfranken,"09475154","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uO,,"0",2021-08-23T21:17:42Z,,"6003",,Naila,,Hof,Freistaat Bayern,Oberfranken,"09475156","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uP,,"0",2022-02-02T21:16:32Z,,"6012",,Oberkotzau,,Hof,Freistaat Bayern,Oberfranken,"09475158","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uQ,,"0",2021-12-08T21:16:18Z,,"6001",,Regnitzlosau,,Hof,Freistaat Bayern,Oberfranken,"09475161","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uS,,"0",2021-12-08T21:16:18Z,,6003#6010,,Schauenstein,,Hof,Freistaat Bayern,Oberfranken,"09475165","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uT,,"0",2021-12-08T21:16:18Z,,"6003",,Schwarzenbach a.d.Saale,,Hof,Freistaat Bayern,Oberfranken,"09475168","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uU,,"0",2021-07-02T17:00:44Z,,"6003",,Schwarzenbach a.Wald,,Hof,Freistaat Bayern,Oberfranken,"09475169","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uV,,"0",2021-10-05T21:16:47Z,,"6003",,Selbitz,,Hof,Freistaat Bayern,Oberfranken,"09475171","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uW,,"0",2022-02-02T21:16:32Z,,6010#6012,,Sparneck,,Hof,Freistaat Bayern,Oberfranken,"09475174","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uX,,"0",2021-08-11T21:16:38Z,,"6012",,Stammbach,,Hof,Freistaat Bayern,Oberfranken,"09475175","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uY,,"0",2021-08-19T21:16:17Z,,6001#6010,,Töpen,,Hof,Freistaat Bayern,Oberfranken,"09475181","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0000uZ,,"0",2021-07-02T17:00:44Z,,6001#6010,,Trogen,,Hof,Freistaat Bayern,Oberfranken,"09475182","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MU,,"0",2021-08-23T21:17:42Z,,"6015",,Forst Schwarzenbach a.Wald,,Hof,Freistaat Bayern,Oberfranken,"09475451","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MV,,"0",2021-07-02T17:00:44Z,,"6015",,Gerlaser Forst,,Hof,Freistaat Bayern,Oberfranken,"09475452","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MW,,"0",2021-07-02T17:00:44Z,,"6015",,Geroldsgrüner Forst,,Hof,Freistaat Bayern,Oberfranken,"09475453","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001MX,,"0",2021-12-08T21:16:18Z,,"6015",,Martinlamitzer Forst-Nord,,Hof,Freistaat Bayern,Oberfranken,"09475454","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Oj,,"0",2021-12-08T21:16:18Z,,"6003",,Rehau,,Hof,Freistaat Bayern,Oberfranken,"09475162","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Mc,,"0",2021-10-25T21:38:38Z,,"6015",,Kaiserhammer Forst-Ost,,Wunsiedel i.Fichtelgebirge,Freistaat Bayern,Oberfranken,"09479453","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Md,,"0",2021-12-08T21:16:18Z,,"6015",,Martinlamitzer Forst-Süd,,Wunsiedel i.Fichtelgebirge,Freistaat Bayern,Oberfranken,"09479455","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Me,,"0",2022-02-02T21:16:32Z,,"6015",,Meierhöfer Seite,,Wunsiedel i.Fichtelgebirge,Freistaat Bayern,Oberfranken,"09479456","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Mf,,"0",2021-07-02T17:00:44Z,,"6015",,Neubauer Forst-Süd,,Wunsiedel i.Fichtelgebirge,Freistaat Bayern,Oberfranken,"09479457","238",Hof
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Mg,,"0",2021-07-02T17:00:44Z,,"6015",,Tröstauer Forst-Ost,,Wunsiedel i.Fichtelgebirge,Freistaat Bayern,Oberfranken,"09479459","238",Hof
